tag_id,species,bill length (mm),bill depth (mm),flipper_length_mm,body_mass_g,age_group,sex,colony_id,island,capture_date,health_status,study_name,clutch_completion,date_egg
,Chinstrap,51.06,17.49,204.4,3247.0,Juvenile,Female,Torgersen North,Torgersen,2020-03-10,Healthy,PAPRI2020,Yes,2020-03-08
,Chinstrap,57.07,,209.3,3616.0,Adult,N/A,Biscoe West,Biscoe,2024-01-01,Healthy,PAPRI2024,Yes,2023-12-25
CHN-0373,Chinstrap,46.8,17.49,201.5,4107.0,Adult,Male,Torgersen North,torg,2021-07-23,Healthy,PAPRI2021,,2021-07-10
,Chinstrap,48.81,19.44,197.7,3661.0,Adult,Female,Biscoe West,Biscoe,2022-10-31,Overweight,,Yes,2022-10-25
ADE-0383,Adelie,41.9,17.46,196.7,3366.0,Adult,Female,Dream South,Dream,2021-07-25,Healthy,PAPRI2021,Yes,2021-07-11
GEN-0394,Gentoo,46.02,13.58,206.5,4750.84,Adult,Male,Torgersen North,Torgersen,2024-12-11,Critically Ill,PAPRI2024,Yes,2024-12-09
GEN-0395,Gentoo,46.69,13.92,215.5,6342.974316733996,Adult,,Torgersen North,Torgersen,2021-08-23,Healthy,PAPRI2021,Yes,2021-08-22
,Chinstrap,50.38,20.71,204.9,2998.0675063873473,Chick,Female,Dream South,Dream,2023-08-23,Underweight,PAPRI2023,Yes,2023-08-10
ADE-0384,Adelie,40.2,19.66,196.1,3005.0,Chick,,Dream South,Dream,9999-99-99,Underweight,PAPRI2021,Yes,2021-03-08
,Gentoo,46.54,13.17,212.9,4996.0,juvenille,,Torgersen North,Torgersen,2022-06-07,,PAPRI2022,No,
ADE-0385,Adelie,39.85,16.59,170.14,3702.0,Adult,,Dream South,Dream,,,PAPRI20X9,No,
CHN-0375,Chinstrap,49.07,20.39,193.0,3780.0,Adult,Male,Torgersen North,Torgersen,2019-12-22,Healthy,N/A,Yes,2019-12-19
GEN-0396,Gentoo,47.64,13.0,217.5,4929.0,Adult,Female,Dream South,Dream,2022-08-08,Healthy,PAPRI2022,No,
ADE-0386,Adelie,37.85,21.0,189.4,4049.0,Adult,,Dream South,Dream,2021-04-29,,PAPRI2021,Yes,2021-04-23
ADE-0387,Adelie,36.91,17.81,,4227.0,Adult,Male,Cormorant East,Cormorant,2021-07-31,Overweight,PAPRI2021,Yes,2021-07-21
CHN-0376,Chinstrap,40.41,18.53,204.6,3869.0,Adult,,Dream South,Dream,2023-07-07,Healthy,PAPRI2023,Yes,2023-07-05
,Adelie,43.57,19.12,189.52,4236.65,Adult,,Torgersen North,Torgersen,2024-08-25,Healthy,PAPRI2024,Yes,2024-08-14
GEN-0397,Gentoo,,15.29,,,juvenille,Female,Torgersen North,,2021-10-09,Healthy,PAPRI2021,Yes,2021-10-06
,Gentto,47.99,16.76,195.17,6945.14782954161,Adult,Male,Cormorant East,Cormorant,,,,Yes,2021-06-23
,Chinstrap,43.46,19.51,194.1,3684.0,Adult,Female,Shortcut Point,Shortcut,2023-02-14,Underweight,PAPRI2023,Yes,2023-02-07
GEN-0398,Gentoo,44.72,14.92,215.9,5249.0,Adult,,,Biscoe,2021-02-20,Healthy,PAPRI2021,Yes,2021-02-20
ADE-0388,Adelie,42.73,15.95,172.91,,Adult,,Biscoe West,Biscoe,2024-12-17,,PAPRI2024,Yes,2024-12-08
ADE-0389,adeleie,41.09,17.54,198.3,3226.0,Adult,,Torgersen North,Torgersen,2022-02-13,ok,PAPRI2022,Yes,2022-02-09
CHN-0377,Chinstrap,47.53,17.28,214.1,4233.195002933002,Juvenile,Male,Biscoe West,Biscoe,2024-13-25,,PAPRI2021,Yes,2021-05-27
ADE-0390,,41.83,20.82,185.2,2952.0,Adult,,Torgersen North,Torgersen,,Overweight,PAPRI2024,Yes,2024-03-10
ADE-0391,Adelie,37.56,19.27,191.4,3650.0,Adult,,Biscoe West,Biscoe,2023-08-24,Healthy,PAPRI2023,Yes,2023-08-13
,Gentoo,54.89,14.67,222.7,,Adult,Male,dream island,Dream,not-a-date,Healthy,PAPRI2021,Yes,2021-12-16
,Chinstrap,46.19,18.9,194.0,2500.0,Adult,,Cormorant East,Cormorant,error,Overweight,PAPRI2022,Yes,2022-12-13
,Chinstrap,44.74,17.63,193.5,3960.0,Adult,Female,Biscoe West,Biscoe,2019-11-19,Overweight,,Yes,2019-11-16
,Adelie,42.89,20.12,182.8,3350.0,Adult,,cormorant NW,unknown,2019-12-30,Unwell,STUDY_2022,Yes,2019-12-24
GEN-0400,Gentoo,46.3,15.0,212.7,5547.0,Chick,Male,biscoe 2,Shortcut,2021-05-09,,PAPRI2021,Yes,2021-05-02
CHN-0378,Chinstrap,54.14,17.27,204.0,3759.0,Adult,,,Dream,2023-10-27,Healthy,PAPRI2023,Yes,2023-10-16
GEN-0401,Gentoo,42.14,18.27,221.8,3710.0,Juvenile,,Dream South,Dream,2021-09-11,Underweight,PAPRI2021,Yes,2021-09-01
,Chinstrap,49.61,16.7,188.4,3880.0,Adult,,Biscoe West,Biscoe,2020-03-26,Overweight,PAPRI2020,Yes,2020-03-21
CHN-0379,Chinstrap,52.75,19.84,200.9,3673.0,Adult,,Biscoe West,Biscoe,2023-07-25,Healthy,PAPRI2023,Yes,2023-07-17
,Gentoo,54.42,13.12,221.8,5666.0,Adult,,Torgersen North,Torgersen,2023-12-04,Healthy,,No,
,Adelie,32.0,16.93,197.5,4082.0,Adult,,Cormorant East,Cormorant,2024-09-07,Overweight,PAPRI2024,Yes,2024-09-07
,Gentoo,47.3,16.23,214.9,3217.0,Chick,,Torgersen North,Torgersen,2023-06-23,Underweight,PAPRI2023,No,
GEN-0402,Gentoo,44.33,15.84,224.7,5690.0,Adult,Female,Cormorant East,Cormorant,2022-10-28,,PAPRI2022,Yes,2022-10-15
CHN-0380,Chinstrap,43.23,19.83,202.1,3995.0,Adult,Male,Torgersen North,Torgersen,,Healthy,PAPRI2021,Yes,2020-12-23
GEN-0403,Gentto,,13.0,218.4,4229.0,Juvenile,Male,Cormorant East,Cormorant,2022-07-11,Underweight,PAPRI2022,Yes,2022-07-07
ADE-0393,Adelie,40.18,,193.4,3847.0,Adult,Male,Cormorant East,,2024-04-25,Overweight,PAPR2023,Yes,2024-04-21
,Adelie,32.0,16.68,,3765.0,Adult,,Torgersen North,Torgersen,2020-02-15,Healthy,PAPRI2020,,2020-02-09
CHN-0381,Chinstrap,,17.56,185.9,2500.0,Chick,,Biscoe West,Biscoe,2021-09-02,,PAPRI2021,No,
,Gentto,48.67,16.54,,5087.0,Adult,,Biscoe West,Biscoe,2019-12-25,Healthy,PAPRI2019,Yes,2019-12-18
CHN-0382,Chinstrap,53.47,17.1,195.2,2702.0,,Female,Dream South,Dream,2023-12-20,Overwight,PAPRI2023,Yes,2023-12-09
GEN-0404,Gentoo,56.94,13.74,223.5,4327.0,Adult,,biscoe 2,Biscoe,2022-07-01,Healthy,PAPRI2022,No,
ADE-0394,adeleie,,17.2,188.0,3945.0,Chick,Male,Dream South,Dream,2022-04-19,Healthy,STUDY_2022,Yes,2022-04-10
CHN-0383,Chinstrap,49.19,15.14,183.9,3777.0,Adult,,Torgersen North,Torgersen,2024-07-16,ok,PAPRI2024,No,
ADE-0395,Adelie,37.67,18.2,191.9,3136.0,Adult,,Biscoe West,Biscoe,2019-11-27,Underweight,PAPRI2019,Yes,2019-11-19
,Adelie,37.05,17.8,183.0,,Adult,Male,biscoe 2,,2021-03-02,Healthy,PAPRI2021,Yes,2021-02-23
ADE-0396,Adelie,36.77,20.68,190.9,3014.0,Chick,Female,Shortcut Point,Shortcut,2023-02-13,Underweight,N/A,Yes,2023-02-11
ADE-0397,Adelie,39.94,18.61,187.7,5176.090365399309,ADLT,Male,cormorant NW,Torgersen,2024-01-30,Healthy,PAPRI2024,Yes,2024-01-27
,Chinstrap,49.77,19.36,200.3,3401.0,Adult,Female,Cormorant East,Cormorant,2024-04-12,Underweight,PAPRI2024,Yes,2024-04-11
ADE-0398,Adelie,42.43,17.21,191.1,4894.622779738274,Adult,F,,,2022-11-26,Overweight,PAPRI2022,Yes,2022-11-15
CHN-0384,,52.01,16.43,203.23,3885.0,Adult,,Torgersen North,Torgersen,2023-04-23,Healthy,PAPRI2023,,2023-04-23
,Chinstrap,54.93,15.66,207.4,2500.0,Adult,Male,Dream South,Dream,2021-03-22,Healthy,PAPRI2021,Yes,2021-03-15
CHN-0385,Chinstrap,45.83,19.55,206.0,2500.0,Juvenile,,Dream South,,06-12-2023,,,Yes,2020-06-29
ADE-0399,Adelie,40.9,19.17,182.7,2500.0,Adult,,Biscoe West,Biscoe,2021-11-03,Critically Ill,PAPRI2021,Yes,2021-10-22
GEN-0405,Gentoo,45.3,15.95,224.1,4534.0,Adult,,Torgersen North,Torgersen,2021-01-18,Healthy,PAPRI2021,Yes,2021-01-07
,Gentoo,46.02,17.25,218.8,5254.0,Adult,,,Dream,2019-10-25,Healthy,,No,
GEN-0406,Gentoo,49.54,13.95,204.3,5072.0,juvenille,Male,Torgersen North,,2024-07-28,Healthy,PAPRI2024,No,
,Chinstrap,43.54,20.61,204.3,,unk,Male,Dream South,Dream,2020-07-26,Underweight,PAPRI2020,Yes,2020-07-24
ADE-0400,Adelie,42.19,20.18,184.7,3522.0,Adult,Male,Dream South,Dream,2024-03-15,Healthy,PAPRI2021,Yes,2021-02-07
,Chinstrap,38.87,,191.0,3532.0,Adult,Female,Shortcut Point,Shortcut,2019-12-27,Underweight,PAPRI2019,Yes,2019-12-27
ADE-0401,Adelie,36.46,18.36,193.2,,Adult,Male,Biscoe West,Biscoe,2023-12-12,Overweight,,No,
GEN-0407,Gentoo,56.09,14.99,229.8,5465.0,Adult,,Cormorant East,Cormorant,,Overweight,PAPRI2020,No,
ADE-0402,Adelie,38.08,18.52,193.1,2933.9925075569395,Chick,Male,Dream South,Dream,2023-09-12,Underweight,,Yes,2023-09-02
ADE-0403,Adelie,43.56,19.69,,3785.0,,Female,Dream South,Dream,2021-06-13,,PAPRI2021,Yes,2021-05-30
,Chinstrap,45.23,19.04,199.6,3467.0,Adult,Male,Cormorant East,Cormorant,2022-05-19,Underweight,PAPRI2022,Yes,2022-05-14
GEN-0408,Gentoo,49.7,14.18,216.1,3970.0,Adult,?,Dream South,Dream,2024-12-26,Healthy,PAPRI2024,No,
,Adelie,,16.38,199.2,,Adult,,Dream South,Dream,2022-12-03,Healthy,PAPRI2022,No,
,Chinstrap,,18.61,188.9,3415.0,Adult,Female,Dream South,Dream,2023-07-03,Healthy,PAPRI2023,,2023-06-19
ADE-0404,Adelie,37.87,17.46,186.8,3706.0,Adult,Female,Cormorant East,Cormorant,2023-09-29,,PAPRI2023,Yes,2023-09-17
CHN-0386,Chinstrap,46.23,21.0,204.82,2935.0,Juvenile,,Biscoe West,Biscoe,2024-08-29,Underweight,PAPRI2024,Yes,2024-08-20
GEN-0409,Gentoo,48.12,15.12,207.4,3419.0,Juvenile,,Cormorant East,,2022-07-14,Underweight,PAPRI2022,Yes,2022-07-03
CHN-0387,Chinstrap,53.39,18.05,189.8,3591.0,Adult,Female,,,2023-02-23,Underweight,PAPRI2023,Yes,2023-02-17
,,47.63,13.16,223.3,2869.0,Chick,Female,Shortcut Point,,2024-12-13,Underweight,PAPRI2024,Yes,2024-12-05
GEN-0410,Gentoo,,13.88,,4783.0,Adult,Female,Cormorant East,cormor,2020-01-13,Healthy,PAPRI2020,Yes,2020-01-06
,Gentoo,49.2,14.02,204.1,5094.0,Adult,Male,Torgersen North,Torgersen,2020-10-05,Healthy,PAPRI2020,Yes,2020-10-05
ADE-0405,Adelie,39.27,20.13,193.6,3033.0,Juvenile,,Unknown,Cormorant,2021-04-02,Underweight,PAPRI2021,No,
,Gentoo,48.52,14.65,216.6,2937.0,Chick,,Dream South,Dream,2020-01-31,Healthy,PAPRI2020,No,
,Chinstrap,45.67,16.99,202.2,2500.0,Juvenile,Female,Torgersen North,Torgersen,2024-12-13,Underweight,PAPRI2024,,2024-12-11
ADE-0406,Adelie,,18.86,183.1,3693.0,Adult,Female,,Biscoe,,Healthy,PAPRI2020,No,
ADE-0407,Adelie,36.95,17.71,190.9,3900.23,Adult,,Biscoe West,Biscoe,2024-04-14,Unwell,N/A,Yes,2024-04-01
CHN-0388,Chinstrap,43.33,17.28,201.1,3368.0,Adult,Male,Torgersen North,Torgersen,2024-11-22,Healthy,PAPRI2024,Yes,2024-11-19
GEN-0411,Gentoo,45.12,15.85,212.6,4220.0,Adult,,Dream South,Dream,2021-11-30,Healthy,PAPRI2021,,2021-11-17
ADE-0408,Adelie,34.17,,200.9,3627.0,Adult,Female,Dream South,,2024-07-08,,PAPRI2024,Yes,2024-06-30
,Chinstrap,48.72,18.06,198.6,3257.0,Adult,Female,Torgersen North,Torgersen,2021-07-21,Overweight,PAPRI2021,Yes,2021-07-12
,Adelie,35.15,,183.5,3738.0,Adult,,Dream South,Dream,,Healthy,PAPRI2023,Yes,2023-08-26
ADE-0410,adeleie,39.98,17.27,170.0,,Adult,Female,Torgersen North,Torgersen,,Healthy,,No,
,Adelie,36.13,21.0,193.1,3654.0,,,Biscoe West,,2020-02-10,Healthy,PAPRI2020,Yes,2020-02-04
GEN-0412,Gentoo,43.11,,213.6,4045.0,Adult,Female,Dream South,Dream,2024-11-05,Healthy,PAPRI2024,Yes,2024-10-31
ADE-0411,Adelie,,19.15,,4061.0,Adult,Male,Torgersen North,Torgersen,2020-09-10,Healthy,PAPRI2020,,2020-09-02
GEN-0413,Gentto,42.06,,218.7,2858.27,Juvenile,Female,Dream South,,,under weight,,Yes,2021-10-02
ADE-0412,Adelie,35.18,17.86,196.2,,Adult,Male,Torgersen North,Torgersen,,Healthy,PAPRI2022,Yes,2022-09-06
ADE-0413,Adelie,38.06,17.95,188.1,3203.0,Juvenile,,torgersen SE,Cormorant,2021-01-12,Underweight,PAPRI2021,,2021-01-11
,adeleie,40.6,15.1,187.6,3789.0,Adult,,,Cormorant,2024-02-20,,PAPRI2024,,2024-02-09
ADE-0414,Adelie,39.17,18.74,,4035.0,Adult,Male,Torgersen,Torgersen,2021-01-26,Critically Ill,,Yes,2021-01-25
ADE-0415,Adelie,37.02,20.39,,2500.0,Juvenile,,Cormorant East,cormor,2022-09-28,Underweight,PAPRI2022,Yes,2022-09-16
CHN-0389,Chinstrap,51.23,,201.7,2927.0,Juvenile,,Biscoe West,Biscoe,2021-02-15,critcal ill,PAPRI2021,Yes,2021-02-13
CHN-0390,Chinstrap,48.06,,191.3,2500.0,Chick,,Dream South,Dream,2020-01-25,Underweight,PAPRI2020,Yes,2020-01-18
ADE-0416,Adelie,40.38,20.54,182.7,3223.613337066051,Juvenile,,Cormorant East,Cormorant,2021-10-22,Underweight,PAPRI2021,Yes,2021-10-19
CHN-0391,Chinstrap,48.74,20.09,204.2,5987.595382554779,Juvenile,Male,Torgersen North,Torgersen,2020-02-15,Unwell,,Yes,2020-02-11
CHN-0392,Chinstrap,51.56,17.25,188.2,4078.0,Adult,,Dream South,Dream,24-05-2021,Overweight,PAPRI2022,Yes,2022-10-24
,Chinstrap,48.29,16.65,194.6,3813.0,Adult,Female,Shortcut Point,Shortcut,2023-12-18,Overweight,PAPRI2023,Yes,2023-12-16
,,46.22,15.25,218.2,5103.0,Juvenile,Male,Cormorant East,Cormorant,2023-02-10,Healthy,PAPRI2023,Yes,2023-02-09
,Gentoo,,13.63,206.8,4941.0,Adult,Male,,Shortcut,2021-07-06,Healthy,PAPRI2021,No,
CHN-0393,Chinstrap,53.24,17.46,209.0,3978.0,Adult,Male,Cormorant East,Cormorant,2023-05-22,Overweight,N/A,Yes,2023-05-20
ADE-0417,adeleie,38.93,19.44,187.2,,unk,Female,Shortcut Point,Shortcut,2022-05-13,Overweight,PAPRI2022,Yes,2022-05-10
CHN-0394,Chinstrap,44.22,18.32,197.2,3900.0,Adult,M,Torgersen North,Torgersen,2024-10-11,Healthy,PAPR2023,Yes,2024-10-06
ADE-0418,Adelie,,20.42,195.0,3698.0,Adult,, short point,Dream,2024-08-21,Healthy,PAPRI2024,Yes,2024-08-16
,Gentoo,45.43,15.96,208.0,3059.0,Chick,,Biscoe West,Biscoe,2024-07-01,Underweight,PAPRI2024,Yes,2024-06-28
CHN-0395,Chinstrap,53.02,18.4,194.6,5032.88288595088,Juvenile,,torgersen SE,Shortcut,2020-07-25,Underweight,PAPRI2020,Yes,2020-07-25
,adeleie,38.21,18.76,188.2,3535.0,Adult,Female,Dream South,Dream,2022-01-04,Healthy,PAPRI2022,Yes,2021-12-30
GEN-0415,Gentoo,,13.97,215.9,3056.0565257795593,Adult,,Dream South,Dream,2023-01-12,,PAPRI2023,Yes,2023-01-05
CHN-0396,Chinstrap,,18.57,188.8,2500.0,Chick,,Cormorant East,torg,2023-11-01,Underweight,PAPRI2023,No,
CHN-0397,Chinstrap,45.84,19.42,206.4,3932.0,Adult,,Dream South,Dream,2023-04-23,,PAPRI2023,Yes,2023-04-09
,adeleie,39.79,20.14,197.1,3227.0,Adult,Male,invalid_colony,Torgersen,2019-12-30,,PAPRI2019,Yes,2019-12-27
,Chinstrap,,16.65,188.5,3161.0,Adult,,Biscoe West,Biscoe,,Underweight,PAPRI2020,Yes,2020-07-23
,Adelie,40.72,18.36,185.6,2500.0,Chick,,Torgersen North,Torgersen,2021-03-27,Underweight,PAPRI2021,Yes,2021-03-24
CHN-0399,Chinstrap,55.52,21.0,195.1,2812.0,Juvenile,,Shortcut Point,Shortcut,2020-05-21,,PAPRI2020,Yes,2020-05-07
CHN-0400,Chinstrap,49.92,19.69,199.9,3050.0,Adult,,Biscoe West,dreamland,2021-03-12,Underweight,PAPRI2021,Yes,2021-02-26
,Gentoo,43.71,13.32,217.6,4800.0,Adult,,Dream South,Dream,2023-06-29,Healthy,PAPRI2023,No,
,Gentoo,51.75,13.96,208.5,,Adult,,Torgersen North,,2021-01-06,Healthy,PAPRI2021,Yes,2021-01-02
,Chinstrap,51.3,19.22,206.7,3835.0,Adult,,Shortcut Point,Shortcut,2022-01-06,Healthy,PAPRI2022,Yes,2022-01-02
ADE-0420,Adelie,,20.22,,3411.0,Adult,,Cormorant East,Cormorant,2020-12-22,,PAPRI2020,Yes,2020-12-08
ADE-0421,Adelie,,,200.5,3919.0,Adult,,,Shortcut,2022-01-23,Overweight,PAPRI2022,Yes,2022-01-18
,Chinstrap,,18.14,176.4,3338.861308255447,Juvenile,?,Torgersen North,Torgersen,2024-02-04,Underweight,PAPRI2024,Yes,2024-01-29
CHN-0401,Chinstrap,51.05,18.52,200.2,3125.0,Juvenile,Male,Cormorant East,Cormorant,2021-08-14,Underweight,,Yes,2021-08-11
,Chinstrap,51.55,19.59,202.7,4455.61,Adult,,Biscoe,,2023-01-18,Overweight,PAPRI2023,Yes,2023-01-15
CHN-0403,Chinstrap,49.61,18.94,185.3,3353.0,Adult,Female,Torgersen North,Torgersen,2023-01-28,Healthy,PAPRI2023,,
,Adelie,46.03,17.96,183.9,2500.0,Chick,,biscoe 2,Cormorant,2022-07-05,Underweight,PAPRI2022,Yes,2022-06-23
,Gentoo,46.21,13.0,215.5,5048.0,chik,Male,Biscoe West,Biscoe,,Healthy,PAPRI2019,Yes,2019-12-01
GEN-0417,Gentoo,48.73,13.63,218.5,5488.0,Adult,Male,Torgersen,Biscoe,2019-12-22,Healthy,PAPRI2019,No,
,Adelie,,19.77,,2500.0,Chick,Male,Shortcut Point,Shortcut,2024-05-09,,PAPRI2024,,2024-04-25
CHN-0404,Chinstrap,45.74,21.0,193.9,4121.0,Adult,,Cormorant East,Cormorant,2023-03-14,Overweight,PAPRI2023,No,
,Chinstrap,44.66,16.9,197.9,3810.0,Adult,,Torgersen North,Torgersen,2020-08-18,Healthy,PAPRI2020,,2020-08-17
CHN-0405,,47.74,,187.9,3992.0,Adult,Female,Biscoe West,,2023-06-23,Overweight,PAPRI2023,Yes,2023-06-16
,Chinstrap,52.95,17.65,188.8,3553.0,Adult,,Shortcut Point,unknown,2024-04-25,Underweight,PAPRI2024,Yes,2024-04-22
CHN-0406,Chinstrap,51.46,18.13,190.9,2932.0,Adult,Male,Biscoe West,Biscoe,2019-12-15,Underweight,PAPRI2019,No,
,Adelie,38.34,18.3,178.9,4008.0,Adult,,Torgersen North,Torgersen,2021-05-01,,PAPRI2021,,2021-04-22
ADE-0422,Adelie,33.02,18.11,,3476.0,Adult,Female,Biscoe West,Biscoe,2023-09-22,Healthy,PAPRI2023,,
CHN-0407,Chinstrap,50.84,19.05,188.9,2697.0,Juvenile,Male,Torgersen North,Torgersen,2024-06-18,Overwight,PAPRI2024,Yes,2024-06-16
CHN-0408,Chinstrap,47.66,,197.2,,Adult,,TORGERSEN 4,Dream,2024-08-01,Healthy,PAPRI2024,Yes,2024-07-27
GEN-0418,Gentoo,52.49,14.23,214.1,5131.0,Adult,Male,Shortcut Point,Shortcut,2019-10-16,,PAPRI2019,Yes,2019-10-12
CHN-0409,Chinstrap,,18.43,,4259.0,Adult,Male,Torgersen North,Torgersen,,Overweight,PAPRI2024,Yes,2024-09-07
,Chinstrap,49.62,,185.8,3574.0,Adult,Male,Shortcut Point,Shortcut,2023-04-16,Underweight,PAPRI2023,No,
CHN-0411,Chinstrap,50.85,19.54,202.8,2500.0,Juvenile,,Biscoe,Dream,error,Underweight,PAPRI2022,Yes,2022-07-13
GEN-0419,Gentoo,44.8,14.3,218.7,4678.0,Adult,Female,torgersen SE,Cormorant,2024-09-25,Healthy,PAPRI2024,Yes,2024-09-11
,Gentoo,45.4,13.56,221.0,5913.0,Adult,,Torgersen North,Torgersen,2019-12-20,Healthy,PAPRI2019,Yes,2019-12-12
CHN-0412,Chinstrap,47.18,17.79,183.6,3521.0,Adult,Female,Dream South,Dream,28-06-2019,Healthy,PAPRI2019,No,
ADE-0423,Adelie,36.92,18.31,184.2,4059.0,unk,,Dream South,Dream,2024-11-15,Healthy,PAPRI2024,Yes,2024-11-01
,Chinstrap,,15.83,,2782.0,Juvenile,Male,,Cormorant,2024-04-29,Underweight,PAPRI2024,Yes,2024-04-25
CHN-0413,Chinstrap,45.57,18.48,189.4,3389.0,Adult,Female,Torgersen North,,error,Healthy,PAPRI2021,Yes,2021-01-31
,Chinstrap,53.19,,190.4,4237.0,Adult,,Dream South,Dream,2019-11-03,Overweight,PAPRI2019,Yes,2019-10-22
GEN-0420,Gentoo,45.19,14.6,210.6,5337.0,Adult,,Cormorant East,Cormorant,26-07-2022,Healthy,PAPRI2022,Yes,2022-07-04
GEN-0421,Gentoo,,,205.4,4254.0,Chick,Female,Torgersen North,Torgersen,2024-08-24,Healthy,PAPRI2022,Yes,2022-11-12
,Adelie,37.28,18.96,192.0,3701.0,Adult,Male,,Torgersen,2022-06-09,Critically Ill,PAPRI2022,,2022-05-29
,Chinstrap,47.99,15.42,208.5,2991.0,Juvenile,Male,Torgersen North,Torgersen,,Overwight,PAPRI20X9,Yes,2024-10-24
,,,17.71,183.4,3201.27,Juvenile,,Cormorant East,Cormorant,2023-08-17,Underweight,PAPRI2023,Yes,2023-08-15
ADE-0425,,37.65,19.0,187.0,2500.0,Chick,Female,Cormorant East,Cormorant,2020-10-01,Healthy,PAPRI2020,Yes,2020-09-30
GEN-0422,Gentto,48.79,15.58,214.2,4687.0,Adult,Male,,Cormorant,2024-09-23,Healthy,PAPRI2022,Yes,2022-06-11
,Chinstrap,50.21,19.13,196.1,4185.0,Adult,Male,,,2022-10-21,Overweight,N/A,,2022-10-07
GEN-0423,Gentoo,42.05,13.64,229.26,4595.0,Adult,Male,Cormorant East,Cormorant,,Healthy,PAPRI2020,Yes,2020-08-15
GEN-0424,Gentoo,48.47,13.95,217.8,4575.0,Adult,,dream,Dream,2023-04-16,,PAPRI2023,No,
,Chinstrap,44.91,20.15,208.1,,Adult,,Torgersen North,Torgersen,2020-12-08,Healthy,PAPRI2020,Yes,2020-12-01
,Gentoo,49.99,15.25,218.3,3248.0,Chick,,Biscoe West,Biscoe,,Underweight,PAPRI2021,Yes,2020-12-26
CHN-0415,Chinstrap,52.43,19.28,195.1,5379.4668593541755,Adult,Female,Biscoe West,Biscoe,2020-11-11,Underweight,PAPRI2020,No,
ADE-0426,Adelie,38.45,16.1,188.1,2500.0,Chick,,Biscoe West,Biscoe,2021-11-01,Healthy,STUDY_2022,Yes,2021-10-19
,Adelie,35.15,16.21,192.2,3702.0,,Male,Shortcut Point,Shortcut,2023-01-30,,PAPRI2023,Yes,2023-01-21
ADE-0427,Adelie,37.59,17.79,190.6,3216.0,Adult,,Dream South,Dream,2024-01-07,Healthy,PAPRI2024,Yes,2024-01-07
GEN-0425,Gentoo,49.64,13.87,220.0,4909.0,Adult,,,Dream,2021-05-23,Unwell,PAPRI2021,Yes,2021-05-19
,Gentoo,51.73,14.43,213.6,4065.0,Juvenile,Female,Shortcut Point,Shortcut,2020-08-09,Underweight,,Yes,2020-08-08
GEN-0426,Gentoo,47.33,14.11,220.7,5272.0,Adult,,Dream South,Dream,2022-01-11,,PAPRI2022,No,
ADE-0428,adeleie,36.28,18.52,201.85,3833.0,Adult,,Cormorant East,Cormorant,2024-07-10,Overweight,PAPRI2024,Yes,2024-07-06
CHN-0416,Chinstrap,51.87,18.86,,3207.0,Juvenile,,Dream South,,2023-01-05,Underweight,,No,
,Chinstrap,50.81,17.97,198.3,3854.0,Adult,,Cormorant East,,2024-07-25,Overweight,PAPRI2024,Yes,2024-07-11
,Gentoo,,13.56,,4769.0,Adult,,Cormorant East,,2023-06-09,Healthy,PAPRI2023,Yes,2023-05-28
ADE-0429,Adelie,37.73,,199.3,3918.0,Adult,Female,Dream South,Dream,2021-04-04,Healthy,PAPRI2021,No,
GEN-0427,Gentoo,42.54,13.6,223.7,4913.0,Adult,Female,Torgersen North,Torgersen,2022-01-09,Healthy,PAPRI2022,No,
,Gentto,,16.4,,4324.0,Juvenile,Male,Cormorant East,Cormorant,,Healthy,PAPRI2023,Yes,2023-05-20
,Gentoo,45.8,14.22,215.2,4822.0,Adult,,Cormorant East,Cormorant,2020-06-16,Healthy,PAPRI2020,Yes,2020-06-03
,Gentoo,41.31,16.27,214.6,4810.0,Adult,Female,Dream South,Dream,2022-12-25,Healthy,PAPRI2022,Yes,2022-12-22
CHN-0417,Chinstrap,41.81,18.48,193.4,2500.0,Chick,Female,Dream South,Dream,2020-10-29,Underweight,PAPRI2020,No,
,Chinstrap,46.41,19.09,190.4,2700.596973981343,Adult,,Shortcut Point,Shortcut,2021-04-04,Overweight,PAPRI2021,Yes,2021-04-03
,Gentoo,49.82,15.65,201.2,4900.0,Adult,Male,Dream South,Dream,2022-01-08,Healthy,PAPRI20X9,Yes,2021-12-28
,Adelie,39.26,19.45,194.1,,Adult,,Biscoe West,Biscoe,2023-07-06,Healthy,PAPRI2023,Yes,2023-07-03
ADE-0430,,37.97,18.09,189.8,3580.0,Adult,,Biscoe West,dreamland,2020-06-29,Healthy,PAPRI2020,Yes,2020-06-28
GEN-0428,Gentoo,49.37,16.97,209.8,4057.0,Juvenile,Male,Torgersen North,Torgersen,2022-01-24,Healthy,PAPRI2022,Yes,2022-01-22
ADE-0431,Adelie,36.52,17.92,184.2,3690.0,Adult,,Biscoe West,Biscoe,2021-07-27,,PAPRI2021,Yes,2021-07-19
GEN-0429,Gentoo,49.18,14.31,209.7,4643.0,Adult,,Torgersen North,Torgersen,2020-07-25,Healthy,PAPRI2020,Yes,2020-07-12
GEN-0430,Gentoo,55.27,15.42,219.7,5087.0,Adult,Female,Cormorant East,Cormorant,2022-03-14,N/A,PAPRI2022,No,
ADE-0432,Adelie,41.15,18.43,183.6,3516.0,Adult,,Cormorant East,Cormorant,2022-09-08,Healthy,PAPRI2022,Yes,2022-08-25
